CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;ROA_LCD;SEG_LCD;POL_LCD
58;1;33426;L;3;0;S2228;;27192;20625;33425;;264
58;1;33427;L;3;0;S2228;;20625;13481;33425;;395
58;1;33439;L;3;0;S2229;;12549;5808;33438;;294
58;1;33440;L;3;0;S2229;;5808;3326;33438;;395
58;1;33461;L;3;0;S2232;;20340;8841;33460;;602
58;1;33462;L;3;0;S2232;;8841;26388;33460;;602
58;1;33463;L;3;0;S2232;;26388;21738;33460;;294
58;1;33477;L;3;0;S2392;;13487;5808;33476;;395
58;1;33478;L;3;0;S2392;;5808;20639;33476;;395
58;1;33492;L;3;0;K EI20;;5117;24473;33491;;395
58;1;33493;L;3;0;K EI20;;24473;17001;33491;;395
58;1;33537;L;3;0;L201;;17947;7654;50615;;1
58;1;33539;L;3;0;L75;;17293;4778;50618;;267
58;1;33583;L;3;0;B189;;27909;27943;50226;;267
58;1;33739;L;3;0;L30;;7323;9237;50597;;267
58;1;33809;L;3;0;L17;;24755;24878;51201;;1
58;1;33847;L;3;0;B168;;3288;6591;9085;;267
58;1;34011;L;3;0;L77;;17176;13694;50626;;267
58;1;34034;L;3;0;L40;;24468;24766;50602;;267
58;1;34075;L;3;0;L36;;24319;8614;9245;;579
58;1;34077;L;3;0;L36;;8614;18271;9245;;267
58;1;34106;L;3;0;B2;;260;23152;50232;;267
58;1;34125;L;3;0;B168;;193;3288;9085;;267
58;1;34126;L;3;0;B246;;3288;6908;50266;;579
58;1;34130;L;3;0;L35;;9236;8614;9244;;579
58;1;34131;L;3;0;L35;;20812;11770;9244;;267
58;1;34132;L;3;0;L38;;8614;15333;50676;;267
58;1;34143;L;3;0;L23;;24766;25491;9241;;267
58;1;34145;L;3;0;L23;;6591;3280;9241;;1
58;1;34152;L;3;0;L50;;20222;5090;50605;;664
58;1;34168;L;3;0;B112;;8024;9673;8472;;664
58;1;34169;L;3;0;B112;;9993;199;8472;;267
58;1;34170;L;3;0;B112;;16632;4230;8472;;415
58;1;34171;L;3;0;B112;;8093;16548;8472;;267
58;1;34182;L;3;0;B198;;23152;12771;50231;;267
58;1;34271;L;3;0;B101;;16042;28069;33769;;678
58;1;34917;L;3;0;B6;;4584;4570;50423;;358
58;1;35044;L;3;0;S2084;;12427;735;50765;;294
58;1;35045;L;3;0;S2084;;595;12427;50765;;264
58;1;35071;L;3;0;L3202;;17168;659;44231;;321
58;1;35076;L;3;0;S2305;;12963;1061;35075;;321
58;1;35077;L;3;0;S2305;;1061;17592;35075;;321
58;1;35084;L;3;0;S2305;;17592;23571;35075;;321
58;1;35085;L;3;0;S2305;;23571;15951;35075;;303
58;1;35088;L;3;0;B388;;7266;25262;50524;;294
58;1;35089;L;3;0;B388;;25262;26342;50524;;264
58;1;35090;L;3;0;B388;;26342;6701;50524;;293
58;1;35116;L;3;0;B11;;28013;17776;50198;;294
58;1;35122;L;3;0;B15;;11678;15608;50207;;295
58;1;35147;L;3;0;S2230;;21379;21918;50804;;484
58;1;35148;L;3;0;S2230;;21918;1070;50804;;484
58;1;35164;L;3;0;B173;;14151;11678;50215;;295
58;1;35165;L;3;0;S2244;;3055;10403;50808;;295
58;1;35191;L;3;0;B470;;12194;8010;50381;;264
58;1;35192;L;3;0;B470;;8010;20205;50381;;295
58;1;35301;L;3;0;S2172;;18454;5096;46703;;296
58;1;35302;L;3;0;S2172;;5096;17546;46703;;296
58;1;35310;L;3;0;K NEW21;;16126;27053;35309;;561
58;1;35311;L;3;0;K NEW21;;27053;9453;35309;;561
58;1;35352;L;3;0;S2088;;1911;26002;9443;;294
58;1;35353;L;3;0;S2088;;26002;17783;9443;;294
58;1;35531;L;3;0;Ring2;;1027;7233;35530;;257
58;1;35532;L;3;0;Ring2;;7233;26823;35530;;257
58;1;35533;L;3;0;Ring2;;26823;17391;35530;;257
58;1;35551;L;3;0;Ring3;;3976;6823;35550;;257
58;1;35553;L;3;0;Ring3;;23209;22745;35550;;257
58;1;35751;L;3;0;I1300;;6858;22090;35750;;257
58;1;35752;L;3;0;I1300;;22090;22690;35750;;257
58;1;35753;L;3;0;I1300;;22690;25865;35750;;257
58;1;36031;L;3;0;B27;;13207;8531;50287;;1
58;1;36032;L;3;0;S2070;;24490;28013;32118;;294
58;1;36035;L;3;0;B14;;7777;1504;50206;;291
58;1;36071;L;3;0;B12;;8316;9566;50203;;264
58;1;36077;L;3;0;S2027;;6010;28553;33193;;299
58;1;36088;L;3;0;S2220;;27807;22064;33009;;291
58;1;36089;L;3;0;S2220;;22064;11514;33009;;633
58;1;36097;L;3;0;S2222;;7777;10028;36096;;291
58;1;36098;L;3;0;S2222;;10028;20543;36096;;705
58;1;36110;L;3;0;S2237;;22064;731;36109;;633
58;1;36111;L;3;0;S2237;;731;3326;36109;;264
58;1;36118;L;3;0;S2239;;11031;23315;36117;;291
58;1;36119;L;3;0;S2239;;23315;847;36117;;291
58;1;36134;L;3;0;S2032;;1851;504;9399;;299
58;1;36135;L;3;0;S2032;;504;11931;9399;;299
58;1;36136;L;3;0;S2032;;11931;5991;9399;;383
58;1;36179;L;3;0;S2281;;14425;24434;50811;;303
58;1;36180;L;3;0;S2281;;24434;17839;50811;;303
58;1;36212;L;3;0;B15;;17300;16674;50207;;264
58;1;36224;L;3;0;S2168;;9453;7414;36223;;561
58;1;36225;L;3;0;S2168;;7414;18449;36223;;561
58;1;36226;L;3;0;S2168;;18449;13381;36223;;296
58;1;36257;L;3;0;L3209;;8127;16441;36256;;275
58;1;36258;L;3;0;L3209;;16441;10521;36256;;275
58;1;36434;L;3;0;B45;;5904;10521;50366;;275
58;1;36435;L;3;0;B45;;10521;8327;50366;;275
58;1;36516;L;3;0;L3018;;11701;8091;59596;;275
58;1;36562;L;3;0;B40;;14141;8110;50331;;275
58;1;36578;L;3;0;B40;;13369;23387;50331;;275
58;1;36581;L;3;0;A480;;27523;27528;50123;;498
58;1;37420;L;3;0;L3094;;5680;5904;53685;;275
58;1;37644;L;3;0;L101;;21023;20616;38045;;268
58;1;37663;L;3;0;L12;;27869;18137;37662;;268
58;1;37664;L;3;0;L12;;18137;2667;37662;;268
58;1;37665;L;3;0;L12;;2667;26865;37662;;268
58;1;37877;L;3;0;L101;;20939;21023;38045;;14292
58;1;38118;L;3;0;L31;;18016;21079;38117;;14291
58;1;38119;L;3;0;L31;;21079;1049;38117;;268
58;1;38140;L;3;0;L27;;18126;5804;38139;;268
58;1;38141;L;3;0;L27;;5804;27273;38139;;268
58;1;38200;L;3;0;L26;;9234;9525;38199;;268
58;1;38201;L;3;0;L26;;9525;1490;38199;;14291
58;1;38294;L;3;0;L21;;795;3138;38293;;568
58;1;38295;L;3;0;L21;;3138;24612;38293;;568
58;1;38345;L;3;0;B96;22373;35;24785;50458;;268
58;1;38395;L;3;0;L191;;13325;21655;47069;;268
58;1;38454;L;3;0;L22;;22016;21655;38453;;268
58;1;38455;L;3;0;L22;;21655;23987;38453;;568
58;1;38561;L;3;0;B1;;10481;11490;50187;;258
58;1;38695;L;3;0;L482;;3406;9632;38694;;258
58;1;38798;L;3;0;L615;;23016;27984;51280;;720
58;1;38970;L;3;0;B443;;23805;22976;50363;;451
58;1;38985;L;3;0;L554;;493;26119;50987;;258
58;1;38987;L;3;0;A30;;1368;21564;50102;;1
58;1;38997;L;3;0;A391;;4441;9147;50109;;356
58;1;39031;L;3;0;B453;;5726;3767;50535;;528
58;1;39032;L;3;0;B454;;16562;13522;50536;;261
58;1;39033;L;3;0;B454;;23354;18588;50536;;261
58;1;39034;L;3;0;B454;;18588;2725;50536;;261
58;1;39035;L;3;0;B455;;18537;23262;50367;;261
58;1;39036;L;3;0;B457;;8874;18537;50369;;261
58;1;39037;L;3;0;B253;;3767;3169;50273;;261
58;1;39038;L;3;0;B253;;3169;8054;50273;;261
58;1;39039;L;3;0;B253;;8471;16973;50273;;261
58;1;39040;L;3;0;B275;;7922;15298;50291;;261
58;1;39041;L;3;0;B3;;8327;2807;50305;;261
58;1;39042;L;3;0;B3;;2807;5060;50305;;261
58;1;39043;L;3;0;B3;;5060;9132;50305;;261
58;1;39044;L;3;0;B3;;9132;16562;50305;;261
58;1;39045;L;3;0;B3;;19454;8091;50305;;275
58;1;39046;L;3;0;B7;;26850;13241;50434;;261
58;1;39047;L;3;0;B8;;8091;14462;50444;;261
58;1;39048;L;3;0;B27;;8531;2725;50287;;261
58;1;39049;L;3;0;B27;;2725;7434;50287;;261
58;1;39050;L;3;0;B27;;7434;27951;50287;;261
58;1;39051;L;3;0;B43;;22387;8096;50352;;1
58;1;39052;L;3;0;B43;;8096;19454;50352;;1
58;1;39053;L;3;0;B43;;19454;17715;50352;;1
58;1;39054;L;3;0;B43;;17715;10521;50352;;1
58;1;39055;L;3;0;B45;;17173;12180;50366;;261
58;1;39056;L;3;0;B47;;17173;1360;50380;;1
58;1;39057;L;3;0;B47;;1360;26730;50380;;1
58;1;39058;L;3;0;B54;;294;15741;50414;;261
58;1;39059;L;3;0;B54;;2853;294;50414;;261
58;1;39060;L;3;0;B54;;27595;2853;50414;;261
58;1;39061;L;3;0;B83;;3245;16973;50446;;261
58;1;39062;L;3;0;B83;;16973;13241;50446;;261
58;1;39063;L;3;0;B83;;13241;2740;50446;;261
58;1;39064;L;3;0;B84;;12298;26146;50447;;1
58;1;39065;L;3;0;B236;;17820;3169;50262;;261
58;1;39066;L;3;0;B251;;13941;13241;50271;;261
58;1;39068;L;3;0;B252;;13941;2618;50272;;261
58;1;39074;L;3;0;B456;;26114;27072;50368;;261
58;1;39076;L;3;0;B255;;11229;16562;50275;;1
58;1;39077;L;3;0;B275;;26114;2807;50291;;275
58;1;39078;L;3;0;B277;;5984;11229;50293;;261
58;1;39079;L;3;0;B8;;14462;2656;50444;;261
58;1;39080;L;3;0;B26;;21754;5680;50280;;261
58;1;39081;L;3;0;B47;;3398;17173;50380;;1
58;1;39191;L;3;0;B426;;12180;19238;50349;;1
58;1;39290;L;3;0;B326;;28148;9073;50321;;401
58;1;39444;L;3;0;B65;;3410;21564;50428;;260
58;1;39448;L;3;0;B236;;16312;19573;50262;;260
58;1;39796;L;3;0;A1;;7579;14349;50060;;287
58;1;39797;L;3;0;A1;;14349;6189;50060;;260
58;1;39798;L;3;0;A3;;14349;19167;50101;;260
58;1;39803;L;3;0;A44;;4086;6189;50116;;272
58;1;39804;L;3;0;A52;;8881;16686;50128;;292
58;1;39808;L;3;0;L712;;11256;15490;50057;;511
58;1;39990;L;3;0;B61;;11256;2820;50424;;277
58;1;39992;L;3;0;B61;;2820;20296;50424;;277
58;1;39994;L;3;0;B64;;20007;11938;50427;;277
58;1;39995;L;3;0;B66;;3782;15490;50429;;277
58;1;39996;L;3;0;B66;;15490;3125;50429;;511
58;1;40062;L;3;0;B252;;26850;4038;50272;;277
58;1;40067;L;3;0;L712;;15490;4038;50057;;511
58;1;40072;L;3;0;B239;;11256;5927;50263;;1
58;1;40581;L;3;0;B9;;18347;13094;50451;;262
58;1;40757;L;3;0;L242;;1658;15122;40667;;262
58;1;40764;L;3;0;L401;;12991;1065;51064;;262
58;1;40766;L;3;0;B50;;3947;27926;50399;;262
58;1;40767;L;3;0;B50;;3842;8772;50399;;262
58;1;40825;L;3;0;B42;;22358;13841;50345;;1
58;1;40864;L;3;0;B421;;28334;5717;50347;;262
58;1;40865;L;3;0;B421;;5717;24433;50347;;262
58;1;40929;L;3;0;B38;;27878;14979;50328;;1
58;1;40930;L;3;0;B38;;18437;10759;50328;;1
58;1;41491;L;3;0;B27a;;28652;20500;42124;;675
58;1;41492;L;3;0;B27a;;28521;24474;42124;;675
58;1;41599;L;3;0;B406;;10134;22504;8808;;265
58;1;41600;L;3;0;B406;;17073;16165;8808;;265
58;1;42058;L;3;0;B523;;27079;23489;50412;;280
58;1;42061;L;3;0;B523;;23489;25752;50412;;280
58;1;42128;L;3;0;B297;;13553;15987;50579;;263
58;1;42160;L;3;0;B313;;7450;24720;50315;;263
58;1;42184;L;3;0;B465;;15617;3721;50376;;263
58;1;42345;L;3;0;B308;20912;11539;22854;50311;;264
58;1;42362;L;3;0;S2133;;18630;5759;42361;;1071
58;1;42363;L;3;0;S2133;;5759;21932;42361;;377
58;1;42374;L;3;0;B299;;9453;17300;50303;;296
58;1;42375;L;3;0;S2181;;18425;27801;50790;;296
58;1;42415;L;3;0;S2215;;18846;6120;42414;;1101
58;1;42416;L;3;0;S2215;;6120;16743;42414;;387
58;1;42473;L;3;0;B279;;3916;2819;9145;;627
58;1;42474;L;3;0;B279;;2819;2765;9145;;627
58;1;42475;L;3;0;B279;;2765;3055;9145;;264
58;1;42476;L;3;0;S2051;;8327;19396;31476;;264
58;1;42477;L;3;0;S2051;;19396;23323;31476;;294
58;1;42548;L;3;0;B178;;19109;415;50470;;278
58;1;42607;L;3;0;A4;;5363;6319;50112;;269
58;1;42944;L;3;0;S31;;4115;19765;42939;;269
58;1;42946;L;3;0;S38;;20985;27332;42941;;288
58;1;42971;L;3;0;S46;;16638;9871;42970;;288
58;1;42975;L;3;0;S38;;26491;9608;42941;;288
58;1;43173;L;3;0;S2143;;15160;2615;31359;;264
58;1;43221;L;3;0;A281;;4561;61;50098;;358
58;1;43223;L;3;0;A281;;620;18484;50098;;358
58;1;43414;L;3;0;B455;;201;8327;50367;;261
58;1;43416;L;3;0;B255;;21434;11229;50275;;1
58;1;43417;L;3;0;B38;;21280;5680;50328;;261
58;1;43418;L;3;0;B42;;27595;22358;50345;;261
58;1;43419;L;3;0;B44;;16523;9729;50360;;261
58;1;43420;L;3;0;B44;;9729;8098;50360;;261
58;1;43421;L;3;0;B62;;16562;768;50425;;261
58;1;43422;L;3;0;B45;;12180;9734;50366;;261
58;1;43423;L;3;0;B45;;9734;5904;50366;;261
58;1;43424;L;3;0;B278;;3916;25222;9144;;1
58;1;43425;L;3;0;B278;;25222;6895;9144;;1
58;1;43426;L;3;0;B80;;10559;27951;50490;;1
58;1;43427;L;3;0;B80;;27951;16158;50490;;1
58;1;43429;L;3;0;B277;;11229;27523;50293;;261
58;1;43500;L;3;0;A14;;16371;10378;51281;;270
58;1;43655;L;3;0;B246;;18495;14428;50266;;1
58;1;43671;L;3;0;B246a;;10356;23596;50267;;270
58;1;43673;L;3;0;B246a;;23596;4934;50267;;270
58;1;43818;L;3;0;B87;;17955;15454;50449;;1
58;1;43923;L;3;0;B81;;12409;10358;51288;;270
58;1;43925;L;3;0;B81;;10358;16371;51288;;270
58;1;44079;L;3;0;L3220;;7746;9997;44078;;285
58;1;44080;L;3;0;L3220;;9997;22857;44078;;285
58;1;44081;L;3;0;L3220;;22857;28410;44078;;285
58;1;44152;L;3;0;L3202;;659;8874;44231;;1
58;1;44189;L;3;0;L3196;;3793;24566;44188;;275
58;1;44190;L;3;0;L3196;;24566;12811;44188;;275
58;1;44206;L;3;0;L3178;;8239;2878;44205;;261
58;1;44207;L;3;0;L3178;;9505;8239;44205;;261
58;1;44259;L;3;0;L3031;;2656;26622;44256;;261
58;1;44260;L;3;0;L3031;;294;2656;44256;;261
58;1;44408;L;3;0;B279;;8531;3916;9145;;1
58;1;44710;L;3;0;B199;;7894;13116;50481;;256
58;1;44713;L;3;0;B201;;23055;13116;50482;;256
58;1;45080;L;3;0;B7;;13241;11435;50434;;261
58;1;45082;L;3;0;A44;;13241;6895;50116;;261
58;1;45107;L;3;0;L3042;;4544;11229;45106;;281
58;1;45108;L;3;0;L3042;;11229;5726;45106;;281
58;1;45130;L;3;0;L3044;;16205;6343;45129;;281
58;1;45131;L;3;0;L3044;;6343;10318;45129;;281
58;1;45132;L;3;0;L3044;;10318;5971;45129;;281
58;1;45157;L;3;0;L3046;;6161;17009;45156;;281
58;1;45158;L;3;0;L3046;;17009;11229;45156;;281
58;1;45205;L;3;0;L3053;;5060;27523;45204;;261
58;1;45206;L;3;0;L3053;;27523;3909;45204;;261
58;1;45300;L;3;0;L3149;;12742;4268;45299;;650
58;1;45301;L;3;0;L3149;;4268;16499;45299;;650
58;1;45320;L;3;0;L3155;;8907;23354;45319;;285
58;1;45321;L;3;0;L3155;;23354;18224;45319;;285
58;1;45385;L;3;0;L3214;;8471;17955;45384;;285
58;1;45386;L;3;0;L3214;;17955;28410;45384;;285
58;1;45501;L;3;0;A71;;23470;24994;45503;;1
58;1;45502;L;3;0;A71;;24994;7282;45503;;1
58;1;45576;L;3;0;L1027;;9400;23096;51188;;271
58;1;45619;L;3;0;B85;;22494;27104;50448;;1
58;1;45620;L;3;0;B85;;27104;3440;50448;;1
58;1;45621;L;3;0;B88;;12422;12728;50450;;1
58;1;45622;L;3;0;B88;;28177;12422;50450;;1
58;1;45658;L;3;0;B281;;22494;25686;50296;;271
58;1;46027;L;3;0;L615;;27984;22478;51280;;258
58;1;46527;L;3;0;S2119;;18279;8625;46526;;599
58;1;46528;L;3;0;S2119;;8625;26345;46526;;599
58;1;46529;L;3;0;S2119;;26345;6714;46526;;599
58;1;46576;L;3;0;A93;;27020;11678;50175;;264
58;1;46578;L;3;0;B15;;16674;11678;50207;;264
58;1;46585;L;3;0;B299;;17300;6698;50303;;1
58;1;46631;L;3;0;S2166;;8263;27022;46630;;296
58;1;46632;L;3;0;S2166;;27022;26390;46630;;296
58;1;46640;L;3;0;S2169;;8343;17300;46639;;679
58;1;46641;L;3;0;S2169;;17300;16674;46639;;679
58;1;46650;L;3;0;S2395;;27801;957;46649;;561
58;1;46651;L;3;0;S2395;;18454;7928;46649;;561
58;1;46659;L;3;0;S2665;;20741;13381;46658;;296
58;1;46660;L;3;0;S2665;;13381;28138;46658;;264
58;1;46675;L;3;0;S2154;;23659;26561;46674;;296
58;1;46676;L;3;0;S2154;;26561;7928;46674;;561
58;1;46677;L;3;0;S2154;;7928;5096;46674;;296
58;1;46685;L;3;0;S2170;;23635;27593;46684;;679
58;1;46686;L;3;0;S2170;;27593;16674;46684;;679
58;1;46721;L;3;0;K OAL2;;20409;11978;50850;;590
58;1;46725;L;3;0;S2001;;22878;22325;46724;;510
58;1;46726;L;3;0;S2001;;22325;27178;46724;;299
58;1;46735;L;3;0;S2009;;13391;15372;46734;;299
58;1;46736;L;3;0;S2009;;15372;16987;46734;;299
58;1;46746;L;3;0;S2012;;13986;19159;46745;;590
58;1;46747;L;3;0;S2012;;19159;7322;46745;;299
58;1;46783;L;3;0;B8;;28269;16666;50444;;303
58;1;46824;L;3;0;S2299;;27370;16666;46823;;521
58;1;46825;L;3;0;S2299;;16666;28350;46823;;521
58;1;46842;L;3;0;S2303;;15127;4997;46841;;521
58;1;46843;L;3;0;S2303;;4997;4982;46841;;521
58;1;46894;L;3;0;S2331;;11784;7266;46893;;294
58;1;46895;L;3;0;S2331;;7266;17403;46893;;294
58;1;46905;L;3;0;S2085;;15126;17403;46904;;294
58;1;46906;L;3;0;S2085;;17403;16421;46904;;264
58;1;46916;L;3;0;S2082;;7722;7266;46915;;294
58;1;46917;L;3;0;S2082;;7266;15040;46915;;264
58;1;46931;L;3;0;S2045;;23479;1788;50748;;294
58;1;46940;L;3;0;S2339;;7513;5574;46939;;372
58;1;46941;L;3;0;S2339;;5574;8278;46939;;294
58;1;46957;L;3;0;K ED5;;19914;17411;46956;;403
58;1;46958;L;3;0;K ED5;;17411;23337;46956;;403
58;1;46959;L;3;0;K ED5;;23337;8278;46956;;403
58;1;46996;L;3;0;S2194;;24471;17766;46995;;470
58;1;46997;L;3;0;S2194;;17766;23419;46995;;470
58;1;46998;L;3;0;S2194;;23419;9021;46995;;470
58;1;47022;L;3;0;B105;;24785;9525;50194;;268
58;1;47051;L;3;0;B105;;27869;22016;50194;;268
58;1;47052;L;3;0;B105;;22016;21655;50194;;268
58;1;47053;L;3;0;B104;;23504;10163;50193;;268
58;1;47070;L;3;0;L191;25350;249;22016;47069;;268
58;1;47179;L;3;0;L09;;21196;20067;37535;;14292
58;1;47180;L;3;0;L09;;20067;18959;37535;;14292
58;1;47231;L;3;0;L191;;22016;13325;47069;;268
58;1;47247;L;3;0;B96;28613;24785;892;50458;;268
58;1;47584;L;3;0;L190;;15111;26780;50941;;258
58;1;47594;L;3;0;L389;;28247;13576;50965;;452
58;1;47616;L;3;0;B217;;24336;10561;50496;;258
58;1;47629;L;3;0;B442;;2811;18443;50362;;258
58;1;47631;L;3;0;B441;;28141;10561;50361;;258
58;1;47632;L;3;0;B61;;20296;3159;50424;;258
58;1;47662;L;3;0;B243;;23780;11490;50504;;258
58;1;47676;L;3;0;A395;;27984;4431;50111;;258
58;1;47804;L;3;0;B224;;24130;28148;50254;;279
58;1;47805;L;3;0;B224;;7467;8881;50254;;260
58;1;47806;L;3;0;B224;;8881;20984;50254;;260
58;1;47813;L;3;0;B9;;14027;13734;50451;;279
58;1;47814;L;3;0;B7;;10269;12627;50434;;272
58;1;47816;L;3;0;B9;;13734;18760;50451;;279
58;1;47817;L;3;0;B57;;7615;267;50419;;306
58;1;47818;L;3;0;B57;;17594;14027;50419;;260
58;1;47823;L;3;0;B54;;6189;27340;50414;;272
58;1;47840;L;3;0;B227;;4544;7467;8619;;260
58;1;47841;L;3;0;B227;;7467;8881;8619;;260
58;1;48177;L;3;0;L260;;275;276;48176;;306
58;1;48178;L;3;0;L260;;272;273;48176;;306
58;1;48215;L;3;0;L386;;13554;307;56660;;262
58;1;48254;L;3;0;L395;;4721;12991;48253;;262
58;1;48274;L;3;0;L395;;7199;28091;48253;;262
58;1;48318;L;3;0;B257;;3947;5717;50277;;262
58;1;48323;L;3;0;B48;;7200;2747;50389;;262
58;1;48356;L;3;0;B410;;9027;16836;50526;;262
58;1;48380;L;3;0;L395;;12991;7199;48253;;262
58;1;48446;L;3;0;B50;;3641;21560;50399;;262
58;1;48472;L;3;0;L242;;8926;3842;40667;;262
58;1;48610;L;3;0;B9;;16094;16442;50451;;262
58;1;49231;L;3;0;B202;;21417;13448;50234;;256
58;1;50037;L;3;0;S258;;28589;24747;50036;;274
58;1;51125;L;3;0;B169;;1798;5363;50212;;274
58;1;51349;L;3;0;B183A;;5789;27223;50472;;288
58;1;51362;L;3;0;S36;;8286;14042;51113;;269
58;1;51433;L;3;0;S177;;16940;20956;51126;;278
58;1;51444;L;3;0;S258;;24747;18603;50036;;274
58;1;51452;L;3;0;S177;;20956;20488;51126;;278
58;1;51547;L;3;0;S126;;23042;27213;51546;;433
58;1;51550;L;3;0;S126;;27213;27211;51546;;433
58;1;51645;L;3;0;S46;;21246;9882;42970;;288
58;1;51649;L;3;0;S46;;9882;16638;42970;;288
58;1;52008;L;3;0;B437;;21885;24773;50358;;258
58;1;52017;L;3;0;B212;;8711;18823;50243;;258
58;1;52078;L;3;0;B215;;26258;22046;50246;;258
58;1;52082;L;3;0;B440;;26364;22046;50532;;632
58;1;52083;L;3;0;B74;;4554;24382;50439;;1
58;1;52098;L;3;0;B216;;5593;5654;50483;;258
58;1;52100;L;3;0;B248;;4431;28017;50269;;258
58;1;52103;L;3;0;B73;;24382;5537;50438;;258
58;1;52104;L;3;0;B188;;4952;28017;50225;;258
58;1;52109;L;3;0;B444;;20209;25848;50364;;258
58;1;52121;L;3;0;L410;;22735;23805;50968;;258
58;1;52132;L;3;0;B214;;18723;5337;50245;;258
58;1;52168;L;3;0;B210;;27932;27715;50241;;258
58;1;52169;L;3;0;B83;;10481;5164;50446;;258
58;1;52187;L;3;0;L815;;27441;27715;50997;;258
58;1;52196;L;3;0;L382;;15111;1458;50963;;258
58;1;52197;L;3;0;L810;;11973;12048;50996;;421
58;1;52213;L;3;0;L460;;23292;24631;50975;;451
58;1;52243;L;3;0;L290;;28017;22376;50948;;258
58;1;52245;L;3;0;L472;;22477;9691;50976;;258
58;1;52246;L;3;0;L492;;27269;22893;50981;;467
58;1;52247;L;3;0;B240;;7424;9632;50503;;258
58;1;52248;L;3;0;L360;;16571;6852;50959;;451
58;1;52249;L;3;0;L211;;3939;6761;50942;;661
58;1;52250;L;3;0;L171;;26364;27848;50939;;258
58;1;52251;L;3;0;L216;;22629;16302;50943;;518
58;1;52268;L;3;0;L580;;1663;6861;50991;;258
58;1;52275;L;3;0;L482;;9632;28660;38694;;467
58;1;52287;L;3;0;L380;;23292;18017;50961;;451
58;1;52296;L;3;0;L48;;15833;17021;52212;;400
58;1;52343;L;3;0;B171;;19536;23167;50466;;269
58;1;52346;L;3;0;S31;;19765;24852;42939;;269
58;1;52350;L;3;0;S36;;25484;18926;51113;;269
58;1;52352;L;3;0;S36;;18926;27770;51113;;269
58;1;52353;L;3;0;S36;;27770;8286;51113;;269
58;1;52408;L;3;0;B92;;23583;20531;50454;;274
58;1;52410;L;3;0;B95;;9564;5363;50457;;274
58;1;52412;L;3;0;B95;;5363;192;50457;;269
58;1;52416;L;3;0;B96;;28449;3206;50458;;278
58;1;52432;L;3;0;B92;;20531;8966;50454;;1
58;1;52433;L;3;0;B2;;2669;27906;50232;;267
58;1;52434;L;3;0;B6;;28166;16940;50423;;269
58;1;52435;L;3;0;B101;;1798;1497;50190;;274
58;1;52436;L;3;0;B101;;1497;8206;50190;;274
58;1;52437;L;3;0;B101;;8206;16940;50190;;269
58;1;52438;L;3;0;B107;;5363;21863;50196;;274
58;1;52439;L;3;0;B107;;21863;9608;50196;;269
58;1;52440;L;3;0;B107;;9608;6845;50196;;288
58;1;52441;L;3;0;B172;;6320;20488;50467;;278
58;1;52442;L;3;0;B172;;20488;23172;50467;;278
58;1;52443;L;3;0;B175;;21863;6450;50216;;269
58;1;52444;L;3;0;B169;;5363;6450;50212;;1
58;1;52445;L;3;0;B180;;24747;910;50219;;1
58;1;52534;L;3;0;B10;;13184;20395;50188;;263
58;1;52535;L;3;0;B10;;20395;17667;50188;;263
58;1;52750;L;3;0;B45;;24088;17980;50366;;1
58;1;53431;L;3;0;L763;;4253;19357;53426;;1
58;1;53432;L;3;0;B40;;18306;8531;50331;;261
58;1;53577;L;3;0;A7;;8531;13241;50163;;261
58;1;53578;L;3;0;B8;;10521;8091;50444;;275
58;1;53701;L;3;0;L3094;;18745;9729;53685;;1
58;1;53702;L;3;0;L3094;;9729;5680;53685;;1
58;1;53711;L;3;0;L3065;;4614;9734;53710;;275
58;1;53712;L;3;0;L3065;;9734;10521;53710;;275
58;1;53734;L;3;0;L3413;;21342;9734;53733;;275
58;1;53735;L;3;0;L3413;;9734;4644;53733;;275
58;1;53753;L;3;0;L3018;;27595;11701;59596;;275
58;1;53954;L;3;0;L48;;17021;10899;52212;;400
58;1;54018;L;3;0;B191;;25832;5654;50228;;258
58;1;54051;L;3;0;B73;;5537;968;50438;;371
58;1;54080;L;3;0;L213;;6699;10611;54079;;453
58;1;54081;L;3;0;L213;;10611;7887;54079;;453
58;1;54091;L;3;0;L111;;24382;27865;54090;;666
58;1;54092;L;3;0;L111;;27865;18275;54090;;258
58;1;54113;L;3;0;L234;;1346;22629;54112;;258
58;1;54114;L;3;0;L234;;22629;27828;54112;;453
58;1;54126;L;3;0;B3;;18913;7072;50305;;258
58;1;54143;L;3;0;B4;;4431;9147;51232;;258
58;1;54220;L;3;0;B436;;15355;11416;50357;;258
58;1;54249;L;3;0;L390;;27286;23772;38766;;451
58;1;54250;L;3;0;L390;;23772;8722;38766;;451
58;1;54443;L;3;0;L39;;19568;23691;54442;;437
58;1;54444;L;3;0;L39;;23691;21564;54442;;258
58;1;54464;L;3;0;L383;;16513;16961;38750;;451
58;1;54465;L;3;0;L383;;16961;4952;38750;;451
58;1;54473;L;3;0;A31;;15833;17021;50103;;258
58;1;54474;L;3;0;A31;;17021;15355;50103;;258
58;1;54475;L;3;0;A31;;15355;7084;50103;;258
58;1;54492;L;3;0;L6;;18818;7443;9638;;258
58;1;54493;L;3;0;L6;;7443;5318;9638;;719
58;1;54505;L;3;0;B495;;4603;11172;54504;;258
