CID;TABCD;LCD;CLASS;TCD;STCD;JUNCTIONNUMBER;RNID;N1ID;N2ID;POL_LCD;OTH_LCD;SEG_LCD;ROA_LCD;INPOS;INNEG;OUTPOS;OUTNEG;PRESENTPOS;PRESENTNEG;DIVERSIONPOS;DIVERSIONNEG;XCOORD;YCOORD;INTERRUPTSROAD;URBAN
58;1;41597;P;3;8;;;27076;;4636;;7202;;1;0;0;0;1;0;;;+00656740;+4945340;0;0
58;1;41598;P;3;8;;;18711;;4636;;7202;;1;1;1;1;1;1;;;+00667140;+4938810;0;0
58;1;41603;P;1;11;;;24332;;4478;;;9813;1;1;1;1;1;1;;;+00685470;+4930740;0;0
58;1;41604;P;1;12;;;23346;;4478;;;9813;1;1;1;1;1;1;;;+00682305;+4930640;0;0
58;1;41605;P;1;12;;;23347;;4478;;;9813;1;1;1;1;1;1;;;+00680335;+4929670;0;0
58;1;41606;P;1;11;;;18643;;3972;;8812;;1;1;1;1;1;1;;;+00716325;+4942650;0;0
58;1;41607;P;1;11;;;19216;;3972;;8812;;1;1;1;1;1;1;;;+00714705;+4944825;0;0
58;1;41608;P;1;12;;14564;6936;;1776;;8671;;1;1;1;1;1;1;;;+00692455;+4936510;0;1
58;1;41609;P;1;12;;;5983;;4617;;;9822;1;1;1;1;1;1;;;+00677365;+4924295;0;0
58;1;42007;P;1;15;;;6455;12927;42050;;54883;;1;1;1;1;1;1;;;+00844315;+4789635;0;0
58;1;42008;P;3;37;;;24107;;3196;;54965;;1;1;1;1;1;1;;;+00909860;+4779495;0;0
58;1;42012;P;1;15;;;28685;14646;3196;;54965;;1;1;1;1;1;1;;;+00918610;+4777050;0;0
58;1;42020;P;1;12;;;5023;14856;42022;;54885;;1;1;1;1;1;1;;;+00906820;+4830030;0;0
58;1;42021;P;3;37;;;12829;;1468;;54885;;1;1;1;1;1;1;;;+00904170;+4832715;0;0
58;1;42024;P;1;12;;;21149;14693;3110;;8767;;1;1;1;1;1;1;;;+00956975;+4777405;0;0
58;1;42025;P;3;37;;;16629;;3039;;8767;;1;1;1;1;1;1;;;+00933900;+4770075;0;0
58;1;42026;P;3;37;;26070;16886;;3044;;8767;;1;1;1;1;1;1;;;+00926635;+4769410;8233;0
58;1;42028;P;1;15;;;19477;12924;3087;;54943;;1;1;1;1;1;1;;;+00795595;+4844240;0;0
58;1;42030;P;3;37;;;19478;;3087;;54944;;1;1;1;1;1;1;;;+00792595;+4850805;0;0
58;1;42031;P;1;12;;;20981;12933;3107;;57846;;1;1;1;1;1;1;;;+00898005;+4778050;0;0
58;1;42032;P;3;37;;;18412;;3074;;8775;;1;1;1;1;1;1;;;+00781185;+4843105;0;0
58;1;42034;P;1;3;;;27143;;41479;;;42033;1;0;0;1;1;1;;;+00930540;+4913705;0;0
58;1;42039;P;1;12;;;6997;;2899;;;42033;0;1;1;0;1;1;;;+00930845;+4914735;0;0
58;1;42040;P;1;12;;;399;;41460;;8706;;1;1;1;1;1;1;;;+00986245;+4938300;0;0
58;1;42042;P;1;12;;;419;14879;2623;;;50520;1;1;1;1;1;1;;;+00863215;+4931830;0;0
58;1;42046;P;3;37;;;17544;;42045;;8755;;1;1;1;1;1;1;;;+00921805;+4828655;0;0
58;1;42051;P;1;12;;;22305;14671;54871;;54908;;1;1;1;1;1;1;;;+00956100;+4851315;0;0
58;1;42053;P;1;12;;;25527;;3187;;54912;;1;1;1;1;1;1;;;+00815215;+4798495;0;0
58;1;42056;P;1;12;;;436;14645;42055;;54912;;1;1;1;1;1;1;;;+00819790;+4800130;0;0
58;1;42057;P;1;12;;;8563;;42055;;54912;;1;1;1;1;1;1;;;+00817855;+4802610;0;0
58;1;42086;P;3;17;;21579;13111;;3118;;;53091;1;1;1;1;1;1;;;+00771490;+4831180;0;0
58;1;42090;P;3;17;;21579;21632;;3118;;;53091;1;1;1;1;1;1;;;+00771350;+4831340;0;0
58;1;42092;P;3;17;;;28682;;3196;;;53094;1;1;1;1;1;1;;;+00916135;+4776515;0;0
58;1;42093;P;3;17;;;16416;;3004;;;53094;1;1;1;1;1;1;;;+00920020;+4770600;0;0
58;1;42094;P;3;17;;4143;13926;;3004;;;53093;1;1;1;1;1;1;;;+00921140;+4768225;0;0
58;1;42095;P;1;11;;25425;5147;;675;;41491;;0;1;1;0;1;1;;;+00917565;+4877865;41494;1
58;1;42096;P;1;11;;22043;22042;;675;;41491;;1;1;1;1;1;1;;;+00917020;+4877395;0;1
58;1;42097;P;1;11;;20185;28652;;675;;41491;;1;1;1;1;1;1;;;+00917420;+4876950;0;1
58;1;42098;P;1;12;;25914;11240;17041;41435;;8548;;1;1;1;1;1;1;;;+01016620;+4863030;0;0
58;1;42099;P;1;12;;;10963;12910;1473;;8548;;1;1;1;1;1;1;;;+01015715;+4872690;0;0
58;1;42100;P;1;12;;;10967;2454;1473;;8548;;1;1;1;1;1;1;;;+01016860;+4869605;0;0
58;1;42101;P;1;15;;;287;14590;731;;8548;;1;1;1;1;1;1;;;+01012555;+4881025;0;0
58;1;42102;P;1;15;;;25302;;731;;8548;;1;1;1;1;1;1;;;+01007115;+4882820;42106;0
58;1;42106;P;1;8;;;12341;448;52839;;8549;;1;1;1;1;1;1;;;+01009480;+4888000;42102;0
58;1;42107;P;1;8;;;324;14587;52606;;8549;;1;1;1;1;1;1;;;+01000990;+4889520;0;0
58;1;42108;P;3;37;;;26009;;52606;;8549;;1;1;1;1;1;1;;;+00989170;+4891865;0;0
58;1;42109;P;3;37;;;25015;;52607;;8549;;1;1;1;1;1;1;;;+00984550;+4896480;0;0
58;1;42110;P;1;12;;;12537;14581;1729;;8550;;1;1;1;1;1;1;;;+00967410;+4929250;0;0
58;1;42111;P;3;37;;;2798;;848;;8550;;1;1;1;1;1;1;;;+00974995;+4944320;0;0
58;1;42112;P;3;37;;;12382;;52710;;33060;;1;1;1;1;1;1;;;+00981570;+4949635;0;0
58;1;42113;P;1;12;;;12384;;52710;;33060;;1;1;1;1;1;1;;;+00984725;+4953000;0;0
58;1;42115;P;3;1;;;291;;731;;9151;;0;0;0;0;1;1;;;+01007175;+4883030;0;0
58;1;42116;P;1;12;;;288;27222;731;;9151;;1;1;1;1;1;1;;;+01006555;+4883775;0;0
58;1;42117;P;1;12;;;543;12914;731;;9151;;1;1;1;1;1;1;;;+01007500;+4886280;0;0
58;1;42118;P;1;12;;;12340;12912;52839;;9151;;1;1;1;1;1;1;;;+01009290;+4888135;0;0
58;1;42119;P;1;12;;;19072;18986;731;;9152;;1;1;1;1;1;1;;;+01013825;+4888560;0;0
58;1;42120;P;1;12;;;27460;22725;2682;;9152;;1;1;1;1;1;1;;;+01019000;+4887790;0;0
58;1;42121;P;1;12;;;15231;12913;41446;;9152;;1;1;1;1;1;1;;;+01025065;+4887770;0;0
58;1;42122;P;1;12;;;22336;12911;41446;;9152;;1;1;1;1;1;1;;;+01028420;+4886940;0;0
58;1;42123;P;3;37;;;21780;;52654;;9152;;1;1;1;1;1;1;;;+01043470;+4885025;0;0
58;1;42125;P;1;12;;;21009;12914;52605;;8705;;1;1;1;1;1;1;;;+01014650;+4892980;0;0
58;1;42126;P;1;12;;;5510;;1050;;8705;;1;1;1;1;1;1;;;+01008130;+4912610;0;0
58;1;42127;P;3;37;;;23283;;41470;;8706;;1;1;1;1;1;1;;;+00991780;+4934940;0;0
58;1;42129;P;1;12;;;13518;;1660;;9222;;1;0;0;1;1;1;;;+00915635;+4854580;0;0
58;1;42130;P;1;12;;;21497;;5332;;9222;;1;1;1;1;1;1;;;+00920250;+4855550;0;0
58;1;42131;P;1;12;;;21496;;2244;;9222;;1;1;1;1;1;1;;;+00922160;+4856635;0;0
58;1;42132;P;3;37;;;19025;;3293;;9222;;1;1;1;1;1;1;;;+00931085;+4861730;0;0
58;1;42133;P;1;12;;;19021;;3293;;14177;;1;1;1;1;1;1;;;+00934070;+4862470;0;0
58;1;42134;P;3;37;;;19026;;3293;;14177;;1;1;1;1;1;1;;;+00938430;+4862905;0;0
58;1;42135;P;1;12;;;13552;;3900;;14177;;1;1;1;1;1;1;;;+00941215;+4863500;0;0
58;1;42136;P;1;3;;;13548;;3900;;14177;;1;1;1;1;1;1;;;+00945575;+4863120;26422;0
58;1;42137;P;1;8;;;13506;;3900;;14177;;1;1;1;1;1;1;;;+00946040;+4865250;0;0
58;1;42138;P;1;12;;;23078;;52619;;42128;;1;1;1;1;1;1;;;+00952035;+4867780;0;0
58;1;42139;P;3;37;;;639;;52620;;42128;;1;1;1;1;1;1;;;+00956505;+4869145;0;0
58;1;42140;P;1;12;;15993;21480;;30527;;42128;;1;1;1;1;1;1;;;+00964745;+4871340;0;1
58;1;42142;P;3;37;;;28189;;52617;;42128;;1;1;1;1;1;1;;;+00968730;+4876000;0;0
58;1;42143;P;3;37;;;24311;;52616;;;50523;1;1;1;1;1;1;;;+00976230;+4888055;0;0
58;1;42145;P;3;37;;;28577;;52650;;54899;;1;1;1;1;1;1;;;+00946200;+4823395;0;0
58;1;42146;P;3;37;;;20406;;52843;;14179;;1;1;1;1;1;1;;;+00936230;+4827490;0;0
58;1;42147;P;1;12;;;11811;;52723;;14179;;1;1;1;1;1;1;;;+00933310;+4835100;0;0
58;1;42148;P;3;37;;;15674;;52712;;14179;;1;1;1;1;1;1;;;+00925540;+4843335;0;0
58;1;42149;P;3;1;;2379;26109;;42038;;14179;;0;0;0;0;1;1;;;+00923100;+4846545;0;1
58;1;42150;P;1;12;;16682;21500;;42038;;14179;;1;1;1;1;1;1;;;+00923645;+4847930;0;1
58;1;42151;P;1;15;;;21499;;2244;;54900;;1;1;1;1;1;1;;;+00923440;+4850780;0;0
58;1;42152;P;1;15;;;17136;;1912;;8753;;1;1;1;1;1;1;;;+00926840;+4854180;0;0
58;1;42153;P;1;15;;;17138;;1912;;8753;;1;1;1;1;1;1;;;+00926390;+4854840;0;0
58;1;42154;P;1;15;;;21743;;52719;;8753;;1;1;1;1;1;1;;;+00926085;+4856065;0;0
58;1;42155;P;3;17;;4143;16885;;3044;;;53093;1;1;1;1;1;1;;;+00926635;+4769410;0;0
58;1;42156;P;1;15;;;18001;17139;52716;;8753;;1;1;1;1;1;1;;;+00925065;+4858045;0;0
58;1;42157;P;1;15;;;23023;;3936;;8753;;1;1;1;1;1;1;;;+00925510;+4861180;0;0
58;1;42158;P;1;15;;;609;;3232;;8753;;1;1;1;1;1;1;;;+00924830;+4862025;0;0
58;1;42159;P;1;15;;;608;;3232;;8753;;1;1;1;1;1;1;;;+00923545;+4862810;0;0
58;1;42161;P;3;37;;;24721;;52853;;8754;;1;1;1;1;1;1;;;+00900780;+4789360;0;0
58;1;42162;P;3;37;;;22777;;52659;;8754;;1;1;1;1;1;1;;;+00904550;+4796230;0;0
58;1;42165;P;1;12;;;25696;;42045;;8755;;1;1;1;1;1;1;;;+00924905;+4830870;0;0
58;1;42172;P;1;12;;18937;25894;;1912;;30951;;1;1;1;1;1;1;;;+00929055;+4853520;0;1
58;1;42173;P;3;37;;;9447;;52718;;30951;;1;1;1;1;1;1;;;+00930530;+4856605;0;0
58;1;42174;P;1;12;;;25523;;52718;;30951;;1;1;1;1;1;1;;;+00931900;+4857575;0;0
58;1;42175;P;1;12;;;21000;;3293;;30951;;1;1;1;1;1;1;;;+00931800;+4860060;0;0
58;1;42176;P;1;12;;;19134;;3293;;14180;;1;1;1;1;1;1;;;+00933020;+4863900;0;0
58;1;42177;P;1;12;;;21498;6118;2244;;57801;;1;1;1;1;1;1;;;+00919165;+4853415;0;0
58;1;42178;P;1;12;;;910;;2244;;57801;;1;1;1;1;1;1;;;+00917725;+4854415;0;0
58;1;42179;P;1;12;;;5853;;4005;;57801;;1;1;1;1;1;1;;;+00907420;+4859300;0;0
58;1;42180;P;1;12;;;27064;1708;41437;;57801;;1;1;1;1;1;1;;;+00902465;+4861555;0;0
58;1;42181;P;1;11;;;11923;11926;41437;;57801;;1;1;1;1;1;1;;;+00900615;+4863595;0;0
58;1;42182;P;1;12;;;11924;;41437;;57801;;1;1;1;1;1;1;;;+00900840;+4864660;0;0
58;1;42183;P;1;12;;;11925;25793;951;;57801;;1;1;1;1;1;1;;;+00900815;+4865675;0;0
58;1;42186;P;1;12;;;2926;14757;1794;;42184;;1;1;1;1;1;1;;;+00992375;+4785540;0;0
58;1;42187;P;1;12;;;2930;;42019;;42184;;1;1;1;1;1;1;;;+00989770;+4790000;0;0
58;1;42188;P;1;12;;;6572;;52855;;42184;;1;1;1;1;1;1;;;+00981370;+4796485;0;0
58;1;42190;P;3;37;;;26890;;52640;;54907;;1;1;1;1;1;1;;;+00979800;+4812880;0;0
58;1;42191;P;1;12;;;22897;;52639;;54907;;1;1;1;1;1;1;;;+00978430;+4817025;0;0
58;1;42192;P;1;12;;;6734;;4160;;54907;;1;1;1;1;1;1;;;+00960000;+4832850;0;0
58;1;42193;P;1;12;;;17847;19758;42036;;54907;;1;1;1;1;1;1;;;+00953830;+4834950;0;0
58;1;42194;P;3;37;;;2899;;3817;;54908;;1;1;1;1;1;1;;;+00945565;+4844645;0;0
58;1;42195;P;1;12;;;23237;;52630;;54908;;1;1;1;1;1;1;;;+00952680;+4852940;0;0
58;1;42196;P;3;37;;;26022;;52630;;54908;;1;1;1;1;1;1;;;+00946200;+4856185;0;0
58;1;42197;P;1;12;;;5860;;52715;;54908;;1;1;1;1;1;1;;;+00945525;+4861910;0;0
58;1;42198;P;1;12;;;21293;;52623;;54909;;1;1;1;1;1;1;;;+00973500;+4860940;0;0
58;1;42199;P;3;37;;;15312;;41447;;54909;;1;1;1;1;1;1;;;+00988155;+4871095;0;0
58;1;42200;P;1;12;;;11669;;52560;;8782;;1;1;1;1;1;1;;;+00846395;+4932145;0;0
58;1;42203;P;1;8;;;17707;;3932;;8783;;1;1;1;1;1;1;;;+00871040;+4925200;0;0
58;1;42204;P;1;12;;;27141;;41479;;8784;;1;1;1;1;1;1;;;+00928930;+4915820;0;0
58;1;42205;P;3;37;;;19316;;52588;;8784;;1;1;1;1;1;1;;;+00935340;+4913695;0;0
58;1;42206;P;3;37;;;4511;;52588;;8784;;1;1;1;1;1;1;;;+00936820;+4912010;0;0
58;1;42207;P;3;37;;;28286;;52592;;8784;;1;1;1;1;1;1;;;+00947705;+4909365;0;0
58;1;42208;P;1;11;;4658;1642;;5480;;;36249;1;1;1;1;1;1;;;+01156660;+4814545;0;1
58;1;42209;P;3;19;;4658;13214;;5480;;;36249;1;1;1;1;1;1;;;+01156970;+4814455;0;1
58;1;42210;P;1;10;;4658;19774;;5480;;;36249;1;1;1;1;1;1;;;+01157375;+4814335;0;1
58;1;42211;P;3;19;;4658;19404;;5480;;;36249;1;1;1;1;1;1;;;+01157830;+4814395;0;1
58;1;42213;P;1;12;;15730;8148;;4779;;;42212;1;1;1;1;1;1;;;+01160250;+4818700;0;1
58;1;42214;P;3;35;;15730;16351;;4779;;;42212;1;1;1;1;1;1;;;+01160920;+4819590;0;1
58;1;42215;P;1;12;;15730;10956;;4779;;;42212;1;1;1;1;1;1;;;+01161135;+4819965;0;1
58;1;42216;P;5;5;;27760;17111;;31939;;;;;;;;;;;;+01170480;+4813360;0;1
58;1;42217;P;5;5;;10054;8728;;1293;;;;;;;;;;;;+01162990;+4824700;0;1
58;1;42218;P;5;5;;23481;18413;;42334;;;;;;;;;;;;+01148080;+4808850;0;1
58;1;42219;P;5;5;;11040;11040;;5506;;;;;;;;;;;;+01153210;+4813260;0;1
58;1;42220;P;5;5;;16809;13754;;42335;;;;;;;;;;;;+01147380;+4810870;0;1
58;1;42221;P;5;5;;25430;18398;;32331;;;;;;;;;;;;+01164540;+4808630;0;1
58;1;42222;P;5;5;;25939;24903;;4969;;;;;;;;;;;;+01160930;+4818470;0;1
58;1;42223;P;5;5;;19652;27455;;4895;;;;;;;;;;;;+01152810;+4817220;0;1
58;1;42225;P;1;12;;6226;15568;;4882;;;42224;1;1;1;1;1;1;;;+01155765;+4817720;0;1
58;1;42226;P;3;46;;6226;2561;;4882;;;42224;1;1;1;1;1;1;;;+01156010;+4817730;0;1
58;1;42227;P;1;11;;6226;21784;;4882;;;42224;1;1;1;1;1;1;;;+01156470;+4817760;0;1
58;1;42229;P;1;12;;21784;20318;;4882;;;42228;1;1;1;1;1;1;;;+01156540;+4817620;0;1
58;1;42230;P;1;11;;21784;6226;13099;4882;;;42228;1;1;1;1;1;1;;;+01156470;+4817760;0;1
58;1;42231;P;1;11;;21784;17400;;4882;;;42228;1;1;1;1;1;1;;;+01156230;+4818690;0;1
58;1;42233;P;1;11;;13827;8148;;4882;;;42232;1;1;1;1;1;1;;;+01157270;+4818750;0;1
58;1;42234;P;1;11;;13827;12083;16802;4882;;;42232;1;1;1;1;1;1;;;+01157230;+4819220;0;1
58;1;42235;P;3;46;;13827;2559;;4882;;;42232;1;1;1;1;1;1;;;+01157220;+4819350;0;1
58;1;42236;P;1;12;;13827;24988;;5418;;;42232;1;1;1;1;1;1;;;+01157190;+4819660;0;1
58;1;42237;P;1;11;;13827;21082;;5418;;;42232;1;1;1;1;1;1;;;+01157350;+4820120;0;1
58;1;42239;P;1;12;;24988;13827;;5418;;;42238;1;1;1;1;1;1;;;+01157190;+4819660;0;1
58;1;42240;P;1;11;;24988;12553;;5418;;;42238;1;1;1;1;1;1;;;+01158440;+4819580;0;1
58;1;42242;P;1;12;;16802;23050;;4882;;;42241;1;1;1;1;1;1;;;+01156540;+4819150;0;1
58;1;42243;P;1;11;;12083;13827;;4882;;;42241;1;1;1;1;1;1;;;+01157230;+4819220;0;1
58;1;42244;P;1;12;;12083;12553;;4882;;;42241;1;1;1;1;1;1;;;+01158420;+4819235;0;1
58;1;42246;P;1;10;;18867;21939;;35224;;;8896;1;1;1;1;1;1;;;+01108140;+4946955;0;1
58;1;42247;P;1;10;;27244;3933;;4967;;;8896;1;1;1;1;1;1;;;+01110310;+4946405;0;1
58;1;42248;P;1;10;;3371;26178;;5023;;;8896;1;1;1;1;1;1;;;+01112135;+4944290;0;1
58;1;42249;P;1;12;;3226;11411;;4791;;;8896;1;1;1;1;1;1;;;+01111660;+4943590;0;1
58;1;42250;P;1;12;;3226;23302;;4791;;;8896;1;1;1;1;1;1;;;+01111270;+4943470;0;1
58;1;42251;P;1;11;;28636;3933;;4955;;8495;;1;1;1;1;1;1;;;+01111875;+4946465;0;1
58;1;42252;P;1;10;;6513;14074;;35220;;;9606;1;1;1;1;1;1;;;+01109755;+4944995;0;1
58;1;42253;P;1;12;;19807;23155;;4888;;9512;;1;1;1;1;1;1;;;+01113130;+4945975;0;1
58;1;42254;P;1;12;;15263;10616;;42245;;9512;;1;1;1;1;1;1;;;+01115210;+4946510;0;1
58;1;42256;P;3;37;;;7776;;1233;;;42255;1;1;1;1;1;1;;;+01121430;+4937520;0;0
58;1;42257;P;1;10;;19427;16233;15712;4712;;;42255;1;1;1;1;1;1;;;+01116355;+4940695;0;1
58;1;42258;P;1;10;;19427;4623;;4854;;;42255;1;1;1;1;1;1;;;+01115275;+4941630;0;1
58;1;42259;P;1;12;;4623;21232;;4854;;;42255;1;1;1;1;1;1;;;+01115970;+4942100;0;1
58;1;42260;P;1;10;;4623;19945;;4854;;;9598;1;1;1;1;1;1;;;+01113185;+4940505;0;1
58;1;42265;P;1;12;;16721;22768;;42261;;;33068;1;1;1;1;1;1;;;+01106160;+4936545;0;1
58;1;42266;P;1;12;;16721;20975;;42262;;;33068;1;1;1;1;1;1;;;+01106370;+4937295;0;1
58;1;42267;P;1;10;;22532;25677;;42263;;;33068;1;1;1;1;1;1;;;+01108745;+4940600;0;1
58;1;42268;P;1;10;;7340;4856;;4743;;8785;;1;1;1;1;1;1;;;+01104615;+4950330;0;1
58;1;42269;P;1;12;;17415;18382;;42264;;8785;;1;1;1;1;1;1;;;+01103380;+4951895;0;1
58;1;42271;P;1;12;;16591;7958;;42270;;;9601;1;1;1;1;1;1;;;+01108215;+4948465;0;1
58;1;42273;P;1;10;;25677;17814;;4854;;;42272;1;1;1;1;1;1;;;+01111480;+4940390;0;1
58;1;42274;P;1;12;;25677;22532;;42263;;;42272;1;1;1;1;1;1;;;+01108745;+4940600;0;1
58;1;42275;P;1;10;;12818;7819;;33064;;;42272;1;1;1;1;1;1;;;+01107900;+4941485;0;1
58;1;42276;P;1;10;;5895;25892;;5006;;;42272;1;1;1;1;1;1;;;+01106565;+4942795;0;1
58;1;42277;P;1;10;;9111;20421;;31619;;;42272;1;1;1;1;1;1;;;+01106785;+4943380;0;1
58;1;42278;P;1;10;;9111;15018;;31619;;;42272;1;1;1;1;1;1;;;+01106705;+4943955;0;1
58;1;42279;P;1;12;;24596;13866;;5515;;;42272;1;1;1;1;1;1;;;+01106865;+4944475;0;1
58;1;42280;P;1;12;;24596;8185;;5515;;;42272;1;1;1;1;1;1;;;+01106790;+4944725;0;1
58;1;42281;P;1;10;;24293;8641;;4792;;;9600;1;1;1;1;1;1;;;+01106550;+4944965;0;1
58;1;42282;P;1;12;;18490;12794;;4956;;;9600;1;1;1;1;1;1;;;+01107070;+4945665;0;1
58;1;42283;P;1;12;;18490;4857;;4956;;;9600;1;1;1;1;1;1;;;+01107295;+4945845;0;1
58;1;42284;P;1;10;;26280;21939;;35224;;;9600;1;1;1;1;1;1;;;+01108205;+4945905;0;1
58;1;42285;P;1;12;;16833;21080;;4784;;;9600;1;1;1;1;1;1;;;+01108910;+4945760;0;1
58;1;42286;P;1;10;;21080;28631;;35220;;;9600;1;1;1;1;1;1;;;+01108940;+4945570;0;1
58;1;42287;P;1;12;;15270;20775;;35220;;;9600;1;1;1;1;1;1;;;+01108675;+4945310;0;1
58;1;42288;P;1;12;;14467;2993;2995;5515;;;9600;1;1;1;1;1;1;;;+01108205;+4944780;0;1
58;1;42289;P;3;37;;2993;10808;;5515;;;9600;1;1;1;1;1;1;;;+01108080;+4944655;0;1
58;1;42290;P;1;12;;8185;15577;;5515;;;9600;1;1;1;1;1;1;;;+01107490;+4944685;0;1
58;1;42292;P;1;12;;10259;27196;;4759;;;42291;1;1;1;1;1;1;;;+01103545;+4940805;0;1
58;1;42293;P;1;15;;10259;8076;;4759;;;42291;1;1;1;1;1;1;;;+01105105;+4940765;0;1
58;1;42294;P;1;3;;10259;19003;;33064;;;42291;1;1;1;1;1;1;;;+01107070;+4940770;0;1
58;1;42295;P;1;10;;7819;12818;;33064;;;42291;1;1;1;1;1;1;;;+01107900;+4941485;0;1
58;1;42296;P;1;10;;13302;8079;;4787;;;42291;1;1;1;1;1;1;;;+01108635;+4942925;0;1
58;1;42297;P;1;10;;20457;28200;;35226;;;42291;1;1;1;1;1;1;;;+01108185;+4944045;0;1
58;1;42298;P;3;1;;5346;5345;;5515;;;42291;1;1;1;1;1;1;;;+01108090;+4944420;0;1
58;1;42299;P;1;12;;2993;8185;;5515;;;42291;1;1;1;1;1;1;;;+01108030;+4944655;0;1
58;1;42301;P;1;12;;732;8079;;35225;;;42300;1;1;1;1;1;1;;;+01109635;+4943125;0;1
58;1;42302;P;1;10;;732;27961;;35225;;;42300;1;1;1;1;1;1;;;+01109155;+4943650;0;1
58;1;42303;P;1;10;;732;28200;23466;35226;;;42300;1;1;1;1;1;1;;;+01108985;+4944150;0;1
58;1;42304;P;1;12;;732;2995;;5502;;;42300;1;1;1;1;1;1;;;+01108505;+4944735;0;1
58;1;42306;P;1;10;;8639;27754;;4792;;;9603;1;1;1;1;1;1;;;+01105470;+4945125;0;1
58;1;42307;P;1;10;;8639;21964;;4792;;;9603;1;1;1;1;1;1;;;+01105920;+4944980;0;1
58;1;42309;P;1;10;;20480;4857;;4956;;;42308;1;1;1;1;1;1;;;+01107235;+4946085;0;1
58;1;42310;P;1;10;;20480;21939;;35224;;;42308;1;1;1;1;1;1;;;+01108235;+4946085;0;1
58;1;42311;P;1;12;;20480;3232;;5495;;;42308;1;1;1;1;1;1;;;+01109245;+4946155;0;1
58;1;42312;P;1;12;;3232;20480;;5495;;;9608;1;1;1;1;1;1;;;+01109245;+4946155;0;1
58;1;42314;P;1;12;;15712;4623;28463;4854;;;42313;1;1;1;1;1;1;;;+01112340;+4939800;0;1
58;1;42315;P;1;10;;15712;1326;;4854;;;42313;1;1;1;1;1;1;;;+01112790;+4939360;0;1
58;1;42316;P;1;12;;15712;9255;;4854;;;42313;1;1;1;1;1;1;;;+01114340;+4939695;0;1
58;1;42317;P;1;10;;15712;9229;;4854;;;42313;1;1;1;1;1;1;;;+01115585;+4940315;0;1
58;1;42318;P;1;10;;15712;19427;;4712;;;42313;1;1;1;1;1;1;;;+01116355;+4940695;0;1
58;1;42319;P;1;15;;16233;21232;;4712;;;42313;1;1;1;1;1;1;;;+01117605;+4941395;0;1
58;1;42320;P;1;12;;7846;20233;;31518;;;42313;1;1;1;1;1;1;;;+01119220;+4942050;0;1
58;1;42321;P;1;12;;7846;4761;;31518;;;42313;1;1;1;1;1;1;;;+01120755;+4942030;0;1
58;1;42322;P;1;10;;13154;19945;;4854;;;9597;1;1;1;1;1;1;;;+01111870;+4941485;0;1
58;1;42323;P;1;10;;13154;9780;;4854;;;9597;1;1;1;1;1;1;;;+01112475;+4941800;0;1
58;1;42324;P;1;12;;3704;13156;;42305;;;9597;1;1;1;1;1;1;;;+01112710;+4943020;0;1
58;1;42325;P;1;12;;3704;28370;;42305;;;9597;1;1;1;1;1;1;;;+01112935;+4943055;0;1
58;1;42327;P;1;12;;11411;3226;;4791;;;42326;1;1;1;1;1;1;;;+01111680;+4943580;0;1
58;1;42328;P;1;12;;11411;28370;3704;42305;;;42326;1;1;1;1;1;1;;;+01112115;+4943440;0;1
58;1;42329;P;1;12;;28370;10593;;42305;;;42326;1;1;1;1;1;1;;;+01112935;+4943055;0;1
58;1;42331;P;5;2;;3704;9806;;42305;;;;;;;;;;;;+01113270;+4942555;0;1
58;1;42336;P;3;1;;;7673;;1228;;9188;;0;0;0;0;1;1;;;+01112120;+4754370;0;0
58;1;42337;P;3;37;;;27029;;31494;;33010;;1;1;1;1;1;1;;;+01065245;+4920325;0;0
58;1;42338;P;1;3;;;17408;;31923;;46905;;1;1;1;1;1;1;;;+01196370;+4844800;0;0
58;1;42340;P;1;12;;;3698;;1498;;8476;;1;1;1;1;1;1;;;+00988740;+4766350;0;0
58;1;42341;P;1;15;;;21127;;1588;;31784;;1;1;1;1;1;1;;;+01024890;+4755745;0;0
58;1;42342;P;1;15;;;21127;;1588;;8747;;1;1;1;1;1;1;;;+01024890;+4755745;0;0
58;1;42343;P;3;37;;;12490;;1588;;8747;;1;1;1;1;1;1;;;+01021150;+4756160;0;0
58;1;42344;P;1;15;;;21127;;1588;;9391;;1;1;1;1;1;1;;;+01024890;+4755745;0;0
58;1;42346;P;1;15;;;5704;;1064;;8735;;1;1;1;1;1;1;;;+01102240;+4838190;0;0
58;1;42347;P;1;15;;;5702;;1064;;8735;;1;1;1;1;1;1;;;+01105745;+4839495;0;0
58;1;42348;P;1;8;;;5703;;1064;;8735;;1;1;1;1;1;1;;;+01106480;+4839230;0;0
58;1;42349;P;3;37;;;14192;;4020;;36135;;1;1;1;1;1;1;;;+01069615;+4843270;0;0
58;1;42350;P;3;37;;;27218;;42339;;36135;;1;1;1;1;1;1;;;+01065805;+4845815;0;0
58;1;42351;P;3;37;;;14433;;1696;;;9531;1;1;1;1;1;1;;;+01090355;+4826485;0;0
58;1;42353;P;3;37;;;15894;;42352;;9519;;1;1;1;1;1;1;;;+01101005;+4991130;0;0
58;1;42354;P;3;37;;;25487;;42352;;9519;;1;1;1;1;1;1;;;+01107475;+4991830;0;0
58;1;42355;P;3;37;;;24888;;4577;;31407;;1;1;1;1;1;1;;;+01096655;+4984615;0;0
58;1;42356;P;3;37;;;25715;;2593;;8663;;1;1;1;1;1;1;;;+01075675;+4992815;0;0
